epoch,global_step,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step
0,,17,0.21223878860473633,0.21223878860473633,,,0.002779357833787799,
1,,35,0.19220054149627686,0.19220054149627686,,,0.003332310589030385,
2,49.0,49,,,0.20729053020477295,0.20729053020477295,,0.002600685693323612
2,,53,0.19901606440544128,0.19901606440544128,,,0.004712960682809353,
3,,71,0.18702466785907745,0.18702466785907745,,,0.0022503514774143696,
4,,89,0.18136395514011383,0.18136395514011383,,,0.0038208423648029566,
5,99.0,99,,,0.16158540546894073,0.16158540546894073,,0.0007610659813508391
5,,107,0.17150647938251495,0.17150647938251495,,,0.0013877154560759664,
6,,125,0.20260672271251678,0.20260672271251678,,,0.004835653584450483,
7,,143,0.17293614149093628,0.17293614149093628,,,0.001939753070473671,
8,149.0,149,,,0.15413600206375122,0.15413600206375122,,0.0009481097804382443
8,,161,0.1608867198228836,0.1608867198228836,,,0.002137082861736417,
9,,179,0.17172829806804657,0.17172829806804657,,,0.0013342127203941345,
10,,197,0.17859327793121338,0.17859327793121338,,,0.005039816256612539,
11,199.0,199,,,0.15015704929828644,0.15015704929828644,,0.0014758292818441987
11,,215,0.1779007911682129,0.1779007911682129,,,0.004434665199369192,
12,,233,0.1774764209985733,0.1774764209985733,,,0.003488705260679126,
13,249.0,249,,,0.23875032365322113,0.23875032365322113,,0.0012452303199097514
13,,251,0.1681189090013504,0.1681189090013504,,,0.002105686580762267,
14,,269,0.1823749989271164,0.1823749989271164,,,0.0022817086428403854,
15,,287,0.17378412187099457,0.17378412187099457,,,0.0024833695497363806,
16,299.0,299,,,0.17806927859783173,0.17806927859783173,,0.010115374810993671
16,,305,0.18548870086669922,0.18548870086669922,,,0.0042140609584748745,
17,,323,0.1635797768831253,0.1635797768831253,,,0.0018897337140515447,
18,,341,0.17303933203220367,0.17303933203220367,,,0.004561619833111763,
19,349.0,349,,,0.1484348624944687,0.1484348624944687,,0.0007492064032703638
19,,359,0.16564999520778656,0.16564999520778656,,,0.0040933541022241116,
20,,377,0.16223371028900146,0.16223371028900146,,,0.002211597515270114,
21,,395,0.15976892411708832,0.15976892411708832,,,0.002858365885913372,
22,399.0,399,,,0.2478090077638626,0.2478090077638626,,0.03343069180846214
22,,413,0.18747848272323608,0.18747848272323608,,,0.005645086523145437,
23,,431,0.1642390936613083,0.1642390936613083,,,0.002005093265324831,
24,449.0,449,,,0.0745524987578392,0.0745524987578392,,0.00031781691359356046
24,,449,0.17166583240032196,0.17166583240032196,,,0.0021692775189876556,
25,,467,0.14941589534282684,0.14941589534282684,,,0.003365047974511981,
26,,485,0.15365222096443176,0.15365222096443176,,,0.0030672308057546616,
27,499.0,499,,,0.21076297760009766,0.21076297760009766,,0.0021310984157025814
27,,503,0.15863405168056488,0.15863405168056488,,,0.00334556819871068,
28,,521,0.1491171419620514,0.1491171419620514,,,0.002073670970275998,
29,,539,0.1606036126613617,0.1606036126613617,,,0.0030530067160725594,
30,549.0,549,,,0.1285003423690796,0.1285003423690796,,0.0006342841661535203
30,,557,0.16015426814556122,0.16015426814556122,,,0.002395209390670061,
31,,575,0.1599365621805191,0.1599365621805191,,,0.0028922855854034424,
32,,593,0.15015339851379395,0.15015339851379395,,,0.002786543918773532,
33,599.0,599,,,0.16791053116321564,0.16791053116321564,,0.0038872119039297104
33,,611,0.14307771623134613,0.14307771623134613,,,0.002314790850505233,
34,,629,0.15038830041885376,0.15038830041885376,,,0.0018650534329935908,
35,,647,0.14316187798976898,0.14316187798976898,,,0.0024177127052098513,
36,649.0,649,,,0.09067559987306595,0.09067559987306595,,0.00035990841570310295
36,,665,0.15732012689113617,0.15732012689113617,,,0.005791776347905397,
37,,683,0.14624559879302979,0.14624559879302979,,,0.0044674742966890335,
38,699.0,699,,,0.271173357963562,0.271173357963562,,0.03365211561322212
38,,701,0.16958501935005188,0.16958501935005188,,,0.003028461243957281,
39,,719,0.16132774949073792,0.16132774949073792,,,0.003969327546656132,
40,,737,0.15790429711341858,0.15790429711341858,,,0.003466022666543722,
41,749.0,749,,,0.1167539656162262,0.1167539656162262,,0.0006170497508719563
41,,755,0.1549607664346695,0.1549607664346695,,,0.0016884811921045184,
42,,773,0.14413043856620789,0.14413043856620789,,,0.003094263141974807,
43,,791,0.15657052397727966,0.15657052397727966,,,0.002872783225029707,
44,799.0,799,,,0.1056252047419548,0.1056252047419548,,0.0005049174651503563
44,,809,0.141551673412323,0.141551673412323,,,0.0018100431188941002,
45,,827,0.1489526629447937,0.1489526629447937,,,0.0021370183676481247,
46,,845,0.15059444308280945,0.15059444308280945,,,0.0035808254033327103,
47,849.0,849,,,0.2653520405292511,0.2653520405292511,,0.002558438340201974
47,,863,0.14827139675617218,0.14827139675617218,,,0.002539130626246333,
48,,881,0.13157780468463898,0.13157780468463898,,,0.00268245255574584,
49,899.0,899,,,0.13129454851150513,0.13129454851150513,,0.000658537435811013
49,,899,0.15844614803791046,0.15844614803791046,,,0.0018265674589201808,
50,,917,0.1555097997188568,0.1555097997188568,,,0.003483452135697007,
51,,935,0.14445838332176208,0.14445838332176208,,,0.003266233252361417,
52,949.0,949,,,0.1759030520915985,0.1759030520915985,,0.0033774201292544603
52,,953,0.13566552102565765,0.13566552102565765,,,0.003257133299484849,
53,,971,0.14313261210918427,0.14313261210918427,,,0.004157825838774443,
54,,989,0.1361289769411087,0.1361289769411087,,,0.0017517934320494533,
55,999.0,999,,,0.14509016275405884,0.14509016275405884,,0.0017838802887126803
55,,1007,0.13872142136096954,0.13872142136096954,,,0.0024873290676623583,
56,,1025,0.1444687694311142,0.1444687694311142,,,0.0016888633836060762,
57,,1043,0.13363821804523468,0.13363821804523468,,,0.003569614375010133,
58,1049.0,1049,,,0.1420983225107193,0.1420983225107193,,0.0008887503645382822
58,,1061,0.1439947783946991,0.1439947783946991,,,0.0019949341658502817,
59,,1079,0.13635605573654175,0.13635605573654175,,,0.001504890387877822,
60,,1097,0.15279550850391388,0.15279550850391388,,,0.002960935002192855,
61,1099.0,1099,,,0.11194188892841339,0.11194188892841339,,0.000774646585341543
61,,1115,0.13661731779575348,0.13661731779575348,,,0.003643487114459276,
62,,1133,0.13332092761993408,0.13332092761993408,,,0.0036207539960741997,
63,1149.0,1149,,,0.12311770766973495,0.12311770766973495,,0.0010207131272181869
63,,1151,0.1356867253780365,0.1356867253780365,,,0.002010728931054473,
64,,1169,0.14320476353168488,0.14320476353168488,,,0.004131748341023922,
65,,1187,0.13570600748062134,0.13570600748062134,,,0.002449043095111847,
66,1199.0,1199,,,0.15467587113380432,0.15467587113380432,,0.0011044801212847233
66,,1205,0.14372004568576813,0.14372004568576813,,,0.003970546647906303,
67,,1223,0.1488262265920639,0.1488262265920639,,,0.0017534414073452353,
68,,1241,0.14623792469501495,0.14623792469501495,,,0.003623813856393099,
69,1249.0,1249,,,0.16630426049232483,0.16630426049232483,,0.001332793035544455
69,,1259,0.12869592010974884,0.12869592010974884,,,0.001571452128700912,
70,,1277,0.1385997235774994,0.1385997235774994,,,0.0024191909469664097,
71,,1295,0.12854112684726715,0.12854112684726715,,,0.0023982261773198843,
72,1299.0,1299,,,0.12060461938381195,0.12060461938381195,,0.0016006727237254381
72,,1313,0.136954203248024,0.136954203248024,,,0.0026177300605922937,
73,,1331,0.12293722480535507,0.12293722480535507,,,0.002187346573919058,
74,1349.0,1349,,,0.10361883044242859,0.10361883044242859,,0.0004905121750198305
74,,1349,0.13655562698841095,0.13655562698841095,,,0.0048455302603542805,
75,,1367,0.12758293747901917,0.12758293747901917,,,0.0016036006854847074,
76,,1385,0.141690194606781,0.141690194606781,,,0.0037448026705533266,
77,1399.0,1399,,,0.14613689482212067,0.14613689482212067,,0.0015154134016484022
77,,1403,0.15274812281131744,0.15274812281131744,,,0.00448589725419879,
78,,1421,0.12823164463043213,0.12823164463043213,,,0.003363286145031452,
79,,1439,0.13439153134822845,0.13439153134822845,,,0.0011678709415718913,
80,1449.0,1449,,,0.13792963325977325,0.13792963325977325,,0.0008050302276387811
80,,1457,0.13373903930187225,0.13373903930187225,,,0.0016046286327764392,
81,,1475,0.1262318640947342,0.1262318640947342,,,0.0027725377585738897,
82,,1493,0.13845936954021454,0.13845936954021454,,,0.0016770109068602324,
83,1499.0,1499,,,0.1575881391763687,0.1575881391763687,,0.002461013151332736
83,,1511,0.1375170350074768,0.1375170350074768,,,0.0015094609698280692,
84,,1529,0.13462671637535095,0.13462671637535095,,,0.0022671904880553484,
85,,1547,0.12983635067939758,0.12983635067939758,,,0.002205272438004613,
86,1549.0,1549,,,0.08215558528900146,0.08215558528900146,,0.0004972786409780383
86,,1565,0.1371917873620987,0.1371917873620987,,,0.003629065118730068,
87,,1583,0.12995938956737518,0.12995938956737518,,,0.0019172319443896413,
88,1599.0,1599,,,0.18689118325710297,0.18689118325710297,,0.0016335176769644022
88,,1601,0.12998594343662262,0.12998594343662262,,,0.0025502860080450773,
89,,1619,0.12986749410629272,0.12986749410629272,,,0.001839155564084649,
90,,1637,0.11707381904125214,0.11707381904125214,,,0.0018710423028096557,
91,1649.0,1649,,,0.20965951681137085,0.20965951681137085,,0.002304523717612028
91,,1655,0.1367088407278061,0.1367088407278061,,,0.003358907299116254,
92,,1673,0.12012948095798492,0.12012948095798492,,,0.0013052354333922267,
93,,1691,0.1294657289981842,0.1294657289981842,,,0.002363618928939104,
94,1699.0,1699,,,0.14563246071338654,0.14563246071338654,,0.0015548652736470103
94,,1709,0.1348629593849182,0.1348629593849182,,,0.001526899985037744,
95,,1727,0.13910749554634094,0.13910749554634094,,,0.0027924873866140842,
96,,1745,0.1277509331703186,0.1277509331703186,,,0.0022452345583587885,
97,1749.0,1749,,,0.1306048035621643,0.1306048035621643,,0.0008238119771704078
97,,1763,0.13198019564151764,0.13198019564151764,,,0.005340579431504011,
98,,1781,0.12813551723957062,0.12813551723957062,,,0.002859825734049082,
99,1799.0,1799,,,0.1472974270582199,0.1472974270582199,,0.0023670352529734373
99,,1799,0.12147378921508789,0.12147378921508789,,,0.0012160425540059805,
100,,1817,0.13338029384613037,0.13338029384613037,,,0.004469406791031361,
101,,1835,0.12122775614261627,0.12122775614261627,,,0.0023791613057255745,
102,1849.0,1849,,,0.19614580273628235,0.19614580273628235,,0.0026517354417592287
102,,1853,0.12252413481473923,0.12252413481473923,,,0.002674783580005169,
103,,1871,0.11922147125005722,0.11922147125005722,,,0.0015246706316247582,
104,,1889,0.12166506797075272,0.12166506797075272,,,0.0026131339836865664,
105,1899.0,1899,,,0.1378287672996521,0.1378287672996521,,0.004710238892585039
105,,1907,0.12490496039390564,0.12490496039390564,,,0.0015881395665928721,
106,,1925,0.1242724359035492,0.1242724359035492,,,0.0024710195139050484,
107,,1943,0.11366412788629532,0.11366412788629532,,,0.001055052038282156,
108,1949.0,1949,,,0.14542073011398315,0.14542073011398315,,0.0016036058077588677
108,,1961,0.12108634412288666,0.12108634412288666,,,0.003125320188701153,
109,,1979,0.13180038332939148,0.13180038332939148,,,0.0037024470511823893,
110,,1997,0.13599243760108948,0.13599243760108948,,,0.0044144741259515285,
111,1999.0,1999,,,0.11920420825481415,0.11920420825481415,,0.0007049742271192372
111,,2015,0.12286902219057083,0.12286902219057083,,,0.0032933815382421017,
112,,2033,0.10975876450538635,0.10975876450538635,,,0.0014444877160713077,
113,2049.0,2049,,,0.22010599076747894,0.22010599076747894,,0.0015237522311508656
113,,2051,0.12386457622051239,0.12386457622051239,,,0.0022691339254379272,
114,,2069,0.12791922688484192,0.12791922688484192,,,0.0032875919714570045,
115,,2087,0.11791478097438812,0.11791478097438812,,,0.0012899775756523013,
116,2099.0,2099,,,0.10117005556821823,0.10117005556821823,,0.0019592728931456804
116,,2105,0.11262553185224533,0.11262553185224533,,,0.0030299073550850153,
117,,2123,0.11533397436141968,0.11533397436141968,,,0.0018036692636087537,
118,,2141,0.1369820237159729,0.1369820237159729,,,0.004559206776320934,
119,2149.0,2149,,,0.1470128297805786,0.1470128297805786,,0.0019154048059135675
119,,2159,0.11930074542760849,0.11930074542760849,,,0.001892991247586906,
120,,2177,0.12005533277988434,0.12005533277988434,,,0.003338285256177187,
121,,2195,0.12676428258419037,0.12676428258419037,,,0.00460090534761548,
122,2199.0,2199,,,0.17703567445278168,0.17703567445278168,,0.0027410935144871473
122,,2213,0.12949740886688232,0.12949740886688232,,,0.003667569952085614,
123,,2231,0.11991023272275925,0.11991023272275925,,,0.0012954826233908534,
124,2249.0,2249,,,0.1208224967122078,0.1208224967122078,,0.0007776889251545072
124,,2249,0.11399984359741211,0.11399984359741211,,,0.0023899059742689133,
125,,2267,0.121320441365242,0.121320441365242,,,0.0014602934243157506,
126,,2285,0.11944779008626938,0.11944779008626938,,,0.004193986300379038,
127,2299.0,2299,,,0.19278199970722198,0.19278199970722198,,0.0108833322301507
127,,2303,0.10498949885368347,0.10498949885368347,,,0.0013538403436541557,
128,,2321,0.12389952689409256,0.12389952689409256,,,0.0030753053724765778,
129,,2339,0.11377834528684616,0.11377834528684616,,,0.0020549423061311245,
130,2349.0,2349,,,0.17063765227794647,0.17063765227794647,,0.001716958126053214
130,,2357,0.12290672212839127,0.12290672212839127,,,0.0049032424576580524,
131,,2375,0.09521164000034332,0.09521164000034332,,,0.0019286292372271419,
132,,2393,0.13676394522190094,0.13676394522190094,,,0.0033357010688632727,
133,2399.0,2399,,,0.08332280069589615,0.08332280069589615,,0.0004540816298685968
133,,2411,0.10964441299438477,0.10964441299438477,,,0.0017551357159391046,
134,,2429,0.11189209669828415,0.11189209669828415,,,0.003186295973137021,
135,,2447,0.11321061104536057,0.11321061104536057,,,0.0017325797816738486,
136,2449.0,2449,,,0.13257648050785065,0.13257648050785065,,0.0007642025593668222
136,,2465,0.11233840882778168,0.11233840882778168,,,0.0010848266538232565,
137,,2483,0.11206013709306717,0.11206013709306717,,,0.0020655090920627117,
138,2499.0,2499,,,0.09383554756641388,0.09383554756641388,,0.00042133271927013993
138,,2501,0.11513891071081161,0.11513891071081161,,,0.002545708091929555,
139,,2519,0.12631668150424957,0.12631668150424957,,,0.0036789914593100548,
140,,2537,0.10703503340482712,0.10703503340482712,,,0.0018253077287226915,
141,2549.0,2549,,,0.11804024875164032,0.11804024875164032,,0.0005193857359699905
141,,2555,0.09595376998186111,0.09595376998186111,,,0.0008150248904712498,
142,,2573,0.11570214480161667,0.11570214480161667,,,0.004203861579298973,
143,,2591,0.11542238295078278,0.11542238295078278,,,0.0014282945776358247,
144,2599.0,2599,,,0.07648912072181702,0.07648912072181702,,0.0002825071569532156
144,,2609,0.11378764361143112,0.11378764361143112,,,0.001542763551697135,
145,,2627,0.1109376922249794,0.1109376922249794,,,0.003184572095051408,
146,,2645,0.10882890224456787,0.10882890224456787,,,0.0019003645284101367,
147,2649.0,2649,,,0.11714214831590652,0.11714214831590652,,0.001021598931401968
147,,2663,0.10825753957033157,0.10825753957033157,,,0.0015541770262643695,
148,,2681,0.10805868357419968,0.10805868357419968,,,0.001380291418172419,
149,2699.0,2699,,,0.09540625661611557,0.09540625661611557,,0.0004710523644462228
149,,2699,0.1102556437253952,0.1102556437253952,,,0.0027908391784876585,
150,,2717,0.10863356292247772,0.10863356292247772,,,0.0020045547280460596,
151,,2735,0.11154820770025253,0.11154820770025253,,,0.004290966782718897,
152,2749.0,2749,,,0.15391048789024353,0.15391048789024353,,0.00496074091643095
152,,2753,0.11617673933506012,0.11617673933506012,,,0.004185707774013281,
153,,2771,0.11584624648094177,0.11584624648094177,,,0.004159559495747089,
154,,2789,0.09904874116182327,0.09904874116182327,,,0.0016065873205661774,
155,2799.0,2799,,,0.08388135582208633,0.08388135582208633,,0.0005087835597805679
155,,2807,0.1115722507238388,0.1115722507238388,,,0.0024260932113975286,
156,,2825,0.10742854326963425,0.10742854326963425,,,0.003306523198261857,
157,,2843,0.11244649440050125,0.11244649440050125,,,0.0037664833944290876,
158,2849.0,2849,,,0.12943929433822632,0.12943929433822632,,0.0013791188830509782
158,,2861,0.1138002946972847,0.1138002946972847,,,0.003165191737934947,
159,,2879,0.09547843784093857,0.09547843784093857,,,0.002669609384611249,
160,,2897,0.09946980327367783,0.09946980327367783,,,0.001243698876351118,
161,2899.0,2899,,,0.05657073110342026,0.05657073110342026,,0.00027962360763922334
161,,2915,0.10741820186376572,0.10741820186376572,,,0.00230850325897336,
162,,2933,0.11132097244262695,0.11132097244262695,,,0.003023742698132992,
163,2949.0,2949,,,0.10470108687877655,0.10470108687877655,,0.00202775071375072
163,,2951,0.10397695749998093,0.10397695749998093,,,0.002438066527247429,
164,,2969,0.11090778559446335,0.11090778559446335,,,0.001934483996592462,
165,,2987,0.10384242236614227,0.10384242236614227,,,0.003088288241997361,
166,2999.0,2999,,,0.08541541546583176,0.08541541546583176,,0.0005061429692432284
166,,2999,0.10511132329702377,0.10511132329702377,,,0.004294733516871929,
